Tên tỉnh cũ,Mã TP cũ,Tên QH cũ,Tên PX cũ,Mã QH cũ,Mã PX cũ,Tên PX mới,Mã PX mới,Độ khớp
Tỉnh Đồng Tháp,87,Huyện Lấp Vò,Xã Mỹ An Hưng B,875,30178,Xã Mỹ An Hưng,80317092,95
Tỉnh Đồng Tháp,87,Huyện Lấp Vò,Xã Tân  Khánh Trung,875,30181,Xã Tân Khánh Trung,80317093,"97,2972973"
Tỉnh Đồng Tháp,87,Huyện Lấp Vò,Xã Long Hưng A,875,30184,Xã Lấp Vò,80317094,"85,5"
Tỉnh Đồng Tháp,87,Huyện Lấp Vò,Xã Vĩnh Thạnh,875,30187,Xã Tân Khánh Trung,80317093,"51,61290323"
Tỉnh Đồng Tháp,87,Huyện Lấp Vò,Xã Long Hưng B,875,30190,Xã Lấp Vò,80317094,"85,5"
Tỉnh Đồng Tháp,87,Huyện Lấp Vò,Xã Bình Thành,875,30193,Xã Tân Khánh Trung,80317093,"51,61290323"
Tỉnh Đồng Tháp,87,Huyện Lấp Vò,Xã Định An,875,30196,Xã Tân Khánh Trung,80317093,"85,5"
Tỉnh Đồng Tháp,87,Huyện Lấp Vò,Xã Định Yên,875,30199,Xã Tân Khánh Trung,80317093,"85,5"
Tỉnh Đồng Tháp,87,Huyện Lấp Vò,Xã Hội An Đông,875,30202,Xã Lấp Vò,80317094,"85,5"
Tỉnh Đồng Tháp,87,Huyện Lấp Vò,Xã Bình Thạnh Trung,875,30205,Xã Lấp Vò,80317094,"85,5"
Tỉnh Đồng Tháp,87,Huyện Lai Vung,Thị trấn Lai Vung,876,30208,Xã Lai Vung,80319095,"85,5"
Tỉnh Đồng Tháp,87,Huyện Lai Vung,Xã Tân Dương,876,30211,Xã Tân Dương,80319099,100
Tỉnh Đồng Tháp,87,Huyện Lai Vung,Xã Hòa Thành,876,30214,Xã Phong Hoà,80319097,"55,41666667"
Tỉnh Đồng Tháp,87,Huyện Lai Vung,Xã Long Hậu,876,30217,Xã Hoà Long,80319096,"77,72727273"
Tỉnh Đồng Tháp,87,Huyện Lai Vung,Xã Tân Phước,876,30220,Xã Tân Dương,80319099,"66,66666667"
Tỉnh Đồng Tháp,87,Huyện Lai Vung,Xã Hòa Long,876,30223,Xã Hoà Long,80319096,"81,81818182"
Tỉnh Đồng Tháp,87,Huyện Lai Vung,Xã Tân Thành,876,30226,Xã Tân Dương,80319099,"66,66666667"
Tỉnh Đồng Tháp,87,Huyện Lai Vung,Xã Long Thắng,876,30229,Xã Hoà Long,80319096,"73,88888889"
Tỉnh Đồng Tháp,87,Huyện Lai Vung,Xã Vĩnh Thới,876,30232,Xã Lai Vung,80319095,"57,82608696"
Tỉnh Đồng Tháp,87,Huyện Lai Vung,Xã Tân Hòa,876,30235,Xã Tân Dương,80319099,"71,25"
Tỉnh Đồng Tháp,87,Huyện Lai Vung,Xã Định Hòa,876,30238,Xã Phong Hoà,80319097,"52,17391304"
Tỉnh Đồng Tháp,87,Huyện Lai Vung,Xã Phong Hòa,876,30241,Xã Phong Hoà,80319097,"83,33333333"
Tỉnh Đồng Tháp,87,Huyện Châu Thành,Thị trấn Cái Tàu Hạ,877,30244,Xã Tân Hương,80707033,"37,89473684"
Tỉnh Đồng Tháp,87,Huyện Châu Thành,Xã An Hiệp,877,30247,Xã Tân Nhuận Đông,80321101,"85,5"
Tỉnh Đồng Tháp,87,Huyện Châu Thành,Xã An Nhơn,877,30250,Xã Tân Nhuận Đông,80321101,"85,5"
Tỉnh Đồng Tháp,87,Huyện Châu Thành,Xã Tân Nhuận Đông,877,30253,Xã Tân Nhuận Đông,80321101,100
Tỉnh Đồng Tháp,87,Huyện Châu Thành,Xã Tân Bình,877,30256,Xã Tân Nhuận Đông,80321101,"85,5"
Tỉnh Đồng Tháp,87,Huyện Châu Thành,Xã Tân Phú Trung,877,30259,Xã Tân Phú Trung,80321102,100
Tỉnh Đồng Tháp,87,Huyện Châu Thành,Xã Phú Long,877,30262,Xã Tân Nhuận Đông,80321101,"85,5"
Tỉnh Đồng Tháp,87,Huyện Châu Thành,Xã An Phú Thuận,877,30265,Xã Kim Sơn,80707038,"85,5"
Tỉnh Đồng Tháp,87,Huyện Châu Thành,Xã Phú Hựu,877,30268,Xã Phú Hựu,80321100,100
Tỉnh Đồng Tháp,87,Huyện Châu Thành,Xã An Khánh,877,30271,Xã Tân Nhuận Đông,80321101,"85,5"
Tỉnh Đồng Tháp,87,Huyện Châu Thành,Xã Tân Phú,877,30274,Xã Tân Phú Trung,80321102,90
Tỉnh Đồng Tháp,87,Huyện Châu Thành,Xã Hòa Tân,877,30277,Xã Tân Nhuận Đông,80321101,"85,5"
Tỉnh An Giang,89,Thành phố Long Xuyên,Phường Mỹ Bình,883,30280,Phường Bình Đức,80501003,"83,6"
Tỉnh An Giang,89,Thành phố Long Xuyên,Phường Mỹ Long,883,30283,Phường Long Xuyên,80501002,"83,6"
Tỉnh An Giang,89,Thành phố Long Xuyên,Phường Đông Xuyên,883,30285,Phường Long Xuyên,80501002,"88,23529412"
Tỉnh An Giang,89,Thành phố Long Xuyên,Phường Mỹ Xuyên,883,30286,Phường Long Xuyên,80501002,"84,44444444"
Tỉnh An Giang,89,Thành phố Long Xuyên,Phường Bình Đức,883,30289,Phường Bình Đức,80501003,100
Tỉnh An Giang,89,Thành phố Long Xuyên,Phường Bình Khánh,883,30292,Phường Bình Đức,80501003,"80,38461538"
Tỉnh An Giang,89,Thành phố Long Xuyên,Phường Mỹ Phước,883,30295,Phường Mỹ Thới,80501004,"82,75862069"
Tỉnh An Giang,89,Thành phố Long Xuyên,Phường Mỹ Quý,883,30298,Phường Mỹ Thới,80501004,"77,72727273"
Tỉnh An Giang,89,Thành phố Long Xuyên,Phường Mỹ Thới,883,30301,Phường Mỹ Thới,80501004,100
Tỉnh An Giang,89,Thành phố Long Xuyên,Phường Mỹ Thạnh,883,30304,Phường Mỹ Thới,80501004,"82,75862069"
Tỉnh An Giang,89,Thành phố Long Xuyên,Phường Mỹ Hòa,883,30307,Phường Mỹ Thới,80501004,"77,72727273"
Tỉnh An Giang,89,Thành phố Long Xuyên,Xã Mỹ Khánh,883,30310,Xã Mỹ Hoà Hưng,80501001,"59,375"
Tỉnh An Giang,89,Thành phố Long Xuyên,Xã Mỹ Hoà Hưng,883,30313,Xã Mỹ Hoà Hưng,80501001,100
Tỉnh An Giang,89,Thành phố Châu Đốc,Phường Châu Phú B,884,30316,Phường Châu Đốc,80503005,"80,38461538"
Tỉnh An Giang,89,Thành phố Châu Đốc,Phường Châu Phú A,884,30319,Phường Châu Đốc,80503005,"80,38461538"
Tỉnh An Giang,89,Thành phố Châu Đốc,Phường Vĩnh Mỹ,884,30322,Phường Vĩnh Tế,80503006,"85,71428571"
Tỉnh An Giang,89,Thành phố Châu Đốc,Phường Núi Sam,884,30325,Phường Vĩnh Tế,80503006,"57,14285714"
Tỉnh An Giang,89,Thành phố Châu Đốc,Phường Vĩnh Ngươn,884,30328,Phường Vĩnh Tế,80503006,"83,6"
Tỉnh An Giang,89,Thành phố Châu Đốc,Xã Vĩnh Tế,884,30331,Phường Vĩnh Tế,80503006,"78,23529412"
Tỉnh An Giang,89,Thành phố Châu Đốc,Xã Vĩnh Châu,884,30334,Phường Vĩnh Tế,80503006,"51,15384615"
Tỉnh An Giang,89,Huyện An Phú,Thị trấn An Phú,886,30337,Xã An Phú,80505007,"85,5"
Tỉnh An Giang,89,Huyện An Phú,Xã Khánh An,886,30340,Xã Khánh Bình,80505010,"83,33333333"
Tỉnh An Giang,89,Huyện An Phú,Thị Trấn Long Bình,886,30341,Xã Khánh Bình,80505010,"49,03225806"
Tỉnh An Giang,89,Huyện An Phú,Xã Khánh Bình,886,30343,Xã Khánh Bình,80505010,100
Tỉnh An Giang,89,Huyện An Phú,Xã Quốc Thái,886,30346,Xã Phú Hữu,80505011,"51,81818182"
Tỉnh An Giang,89,Huyện An Phú,Xã Nhơn Hội,886,30349,Xã Nhơn Hội,80505009,100
Tỉnh An Giang,89,Huyện An Phú,Xã Phú Hữu,886,30352,Xã Phú Hữu,80505011,100
Tỉnh An Giang,89,Huyện An Phú,Xã Phú Hội,886,30355,Xã Phú Hữu,80505011,80
Tỉnh An Giang,89,Huyện An Phú,Xã Phước Hưng,886,30358,Xã Phú Hữu,80505011,"60,86956522"
Tỉnh An Giang,89,Huyện An Phú,Xã Vĩnh Lộc,886,30361,Xã Vĩnh Hậu,80505008,"73,88888889"
Tỉnh An Giang,89,Huyện An Phú,Xã Vĩnh Hậu,886,30364,Xã Vĩnh Hậu,80505008,100
Tỉnh An Giang,89,Huyện An Phú,Xã Vĩnh Trường,886,30367,Xã An Phú,80505007,"85,5"
Tỉnh An Giang,89,Huyện An Phú,Xã Vĩnh Hội Đông,886,30370,Xã An Phú,80505007,"85,5"
Tỉnh An Giang,89,Huyện An Phú,Xã Đa Phước,886,30373,Xã An Phú,80505007,60
Tỉnh An Giang,89,Thị xã Tân Châu,Phường Long Thạnh,887,30376,Phường Long Phú,80507016,"81,25"
Tỉnh An Giang,89,Thị xã Tân Châu,Phường Long Hưng,887,30377,Phường Long Phú,80507016,"80,38461538"
Tỉnh An Giang,89,Thị xã Tân Châu,Phường Long Châu,887,30378,Phường Tân Châu,80507015,"83,87096774"
Tỉnh An Giang,89,Thị xã Tân Châu,Xã Phú Lộc,887,30379,Phường Long Phú,80507016,"85,5"
Tỉnh An Giang,89,Thị xã Tân Châu,Xã Vĩnh Xương,887,30382,Xã Vĩnh Xương,80507014,100
Tỉnh An Giang,89,Thị xã Tân Châu,Xã Vĩnh Hòa,887,30385,Xã Vĩnh Xương,80507014,"73,88888889"
Tỉnh An Giang,89,Thị xã Tân Châu,Xã Tân Thạnh,887,30387,Xã Tân An,80507012,"76,19047619"
Tỉnh An Giang,89,Thị xã Tân Châu,Xã Tân An,887,30388,Xã Tân An,80507012,100
Tỉnh An Giang,89,Thị xã Tân Châu,Xã Long An,887,30391,Phường Long Phú,80507016,"85,5"
Tỉnh An Giang,89,Thị xã Tân Châu,Phường Long Phú,887,30394,Phường Long Phú,80507016,100
Tỉnh An Giang,89,Thị xã Tân Châu,Xã Châu Phong,887,30397,Xã Châu Phong,80507013,100
Tỉnh An Giang,89,Thị xã Tân Châu,Xã Phú Vĩnh,887,30400,Xã Vĩnh Xương,80507014,"73,88888889"
Tỉnh An Giang,89,Thị xã Tân Châu,Xã Lê Chánh,887,30403,Xã Tân An,80507012,50
Tỉnh An Giang,89,Thị xã Tân Châu,Phường Long Sơn,887,30412,Phường Long Phú,80507016,"80,38461538"
Tỉnh An Giang,89,Huyện Phú Tân,Thị trấn Phú Mỹ,888,30406,Xã Phú Tân,80509017,"85,5"
Tỉnh An Giang,89,Huyện Phú Tân,Thị trấn Chợ Vàm,888,30409,Xã Chợ Vàm,80509020,"85,5"
Tỉnh An Giang,89,Huyện Phú Tân,Xã Long Hoà,888,30415,Xã Bình Thạnh Đông,80509019,"85,5"
Tỉnh An Giang,89,Huyện Phú Tân,Xã Phú Long,888,30418,Xã Bình Thạnh Đông,80509019,"85,5"
Tỉnh An Giang,89,Huyện Phú Tân,Xã Phú Lâm,888,30421,Xã Phú Lâm,80509022,100
Tỉnh An Giang,89,Huyện Phú Tân,Xã Phú Hiệp,888,30424,Xã Bình Thạnh Đông,80509019,"85,5"
Tỉnh An Giang,89,Huyện Phú Tân,Xã Phú Thạnh,888,30427,Xã Bình Thạnh Đông,80509019,"85,5"
Tỉnh An Giang,89,Huyện Phú Tân,Xã Hoà Lạc,888,30430,Xã Hoà Lạc,80509021,100
Tỉnh An Giang,89,Huyện Phú Tân,Xã Phú Thành,888,30433,Xã Bình Thạnh Đông,80509019,"85,5"
Tỉnh An Giang,89,Huyện Phú Tân,Xã Phú An,888,30436,Xã Phú An,80509018,100
Tỉnh An Giang,89,Huyện Phú Tân,Xã Phú Xuân,888,30439,Xã Phú Tân,80509017,"85,71428571"
Tỉnh An Giang,89,Huyện Phú Tân,Xã Hiệp Xương,888,30442,Xã Phú An,80509018,"45,45454545"
Tỉnh An Giang,89,Huyện Phú Tân,Xã Phú Bình,888,30445,Xã Bình Thạnh Đông,80509019,"85,5"
Tỉnh An Giang,89,Huyện Phú Tân,Xã Phú Thọ,888,30448,Xã Bình Thạnh Đông,80509019,"85,5"
Tỉnh An Giang,89,Huyện Phú Tân,Xã Phú Hưng,888,30451,Xã Bình Thạnh Đông,80509019,"85,5"
Tỉnh An Giang,89,Huyện Phú Tân,Xã Bình Thạnh Đông,888,30454,Xã Bình Thạnh Đông,80509019,100
Tỉnh An Giang,89,Huyện Phú Tân,Xã Tân Hòa,888,30457,Xã Bình Thạnh Đông,80509019,"85,5"
Tỉnh An Giang,89,Huyện Phú Tân,Xã Tân Trung,888,30460,Xã Bình Thạnh Đông,80509019,"85,5"
Tỉnh An Giang,89,Huyện Châu Phú,Thị trấn Cái Dầu,889,30463,Xã Châu Phú,80511023,"35,18518519"
Tỉnh An Giang,89,Huyện Châu Phú,Xã Khánh Hòa,889,30466,Xã Vĩnh Thạnh Trung,80511025,"85,5"
Tỉnh An Giang,89,Huyện Châu Phú,Xã Mỹ Đức,889,30469,Xã Mỹ Đức,80511024,100
Tỉnh An Giang,89,Huyện Châu Phú,Xã Mỹ Phú,889,30472,Xã Vĩnh Thạnh Trung,80511025,"85,5"
Tỉnh An Giang,89,Huyện Châu Phú,Xã Ô Long Vỹ,889,30475,Xã Vĩnh Thạnh Trung,80511025,"85,5"
Tỉnh An Giang,89,Huyện Châu Phú,Thị trấn Vĩnh Thạnh Trung,889,30478,Xã Vĩnh Thạnh Trung,80511025,"86,85714286"
Tỉnh An Giang,89,Huyện Châu Phú,Xã Thạnh Mỹ Tây,889,30481,Xã Thạnh Mỹ Tây,80511027,100
Tỉnh An Giang,89,Huyện Châu Phú,Xã Bình Long,889,30484,Xã Vĩnh Thạnh Trung,80511025,"85,5"
Tỉnh An Giang,89,Huyện Châu Phú,Xã Bình Mỹ,889,30487,Xã Bình Mỹ,80511026,100
Tỉnh An Giang,89,Huyện Châu Phú,Xã Bình Thủy,889,30490,Xã Vĩnh Thạnh Trung,80511025,"85,5"
Tỉnh An Giang,89,Huyện Châu Phú,Xã Đào Hữu Cảnh,889,30493,Xã Mỹ Đức,80511024,"85,5"
Tỉnh An Giang,89,Huyện Châu Phú,Xã Bình Phú,889,30496,Xã Vĩnh Thạnh Trung,80511025,"85,5"
Tỉnh An Giang,89,Huyện Châu Phú,Xã Bình Chánh,889,30499,Xã Bình Mỹ,80511026,"78,23529412"
Tỉnh An Giang,89,Huyện Tịnh Biên,Thị trấn Nhà Bàng,890,30502,,,
Tỉnh An Giang,89,Huyện Tịnh Biên,Thị trấn Chi Lăng,890,30505,,,
Tỉnh An Giang,89,Huyện Tịnh Biên,Xã Núi Voi,890,30508,,,
Tỉnh An Giang,89,Huyện Tịnh Biên,Xã Nhơn Hưng,890,30511,,,
Tỉnh An Giang,89,Huyện Tịnh Biên,Xã An Phú,890,30514,,,
Tỉnh An Giang,89,Huyện Tịnh Biên,Xã Thới Sơn,890,30517,,,
Tỉnh An Giang,89,Huyện Tịnh Biên,Thị trấn Tịnh Biên,890,30520,,,
Tỉnh An Giang,89,Huyện Tịnh Biên,Xã Văn Giáo,890,30523,,,
Tỉnh An Giang,89,Huyện Tịnh Biên,Xã An Cư,890,30526,,,
Tỉnh An Giang,89,Huyện Tịnh Biên,Xã An Nông,890,30529,,,
Tỉnh An Giang,89,Huyện Tịnh Biên,Xã Vĩnh Trung,890,30532,,,
Tỉnh An Giang,89,Huyện Tịnh Biên,Xã Tân Lợi,890,30535,,,
Tỉnh An Giang,89,Huyện Tịnh Biên,Xã An Hảo,890,30538,,,
Tỉnh An Giang,89,Huyện Tịnh Biên,Xã Tân Lập,890,30541,,,
Tỉnh An Giang,89,Huyện Tri Tôn,Thị trấn Tri Tôn,891,30544,Xã Tri Tôn,80515034,"85,5"
Tỉnh An Giang,89,Huyện Tri Tôn,Thị trấn Ba Chúc,891,30547,Xã Ba Chúc,80515033,"85,5"
Tỉnh An Giang,89,Huyện Tri Tôn,Xã Lạc Quới,891,30550,Xã Ô Lâm,80515035,50
Tỉnh An Giang,89,Huyện Tri Tôn,Xã Lê Trì,891,30553,Xã Cô Tô,80515036,"58,82352941"
Tỉnh An Giang,89,Huyện Tri Tôn,Xã Vĩnh Gia,891,30556,Xã Vĩnh Gia,80515037,100
Tỉnh An Giang,89,Huyện Tri Tôn,Xã Vĩnh Phước,891,30559,Xã Ô Lâm,80515035,"85,5"
Tỉnh An Giang,89,Huyện Tri Tôn,Xã Châu Lăng,891,30562,Xã Ô Lâm,80515035,"85,5"
Tỉnh An Giang,89,Huyện Tri Tôn,Xã Lương Phi,891,30565,Xã Ô Lâm,80515035,"85,5"
Tỉnh An Giang,89,Huyện Tri Tôn,Xã Lương An Trà,891,30568,Xã Ba Chúc,80515033,"85,5"
Tỉnh An Giang,89,Huyện Tri Tôn,Xã Tà Đảnh,891,30571,Xã Tri Tôn,80515034,60
Tỉnh An Giang,89,Huyện Tri Tôn,Xã Núi Tô,891,30574,Xã Tri Tôn,80515034,"73,68421053"
Tỉnh An Giang,89,Huyện Tri Tôn,Xã An Tức,891,30577,Xã Cô Tô,80515036,"58,82352941"
Tỉnh An Giang,89,Huyện Tri Tôn,Thị trấn Cô Tô,891,30580,Xã Cô Tô,80515036,"85,5"
Tỉnh An Giang,89,Huyện Tri Tôn,Xã Tân Tuyến,891,30583,Xã Ô Lâm,80515035,"85,5"
Tỉnh An Giang,89,Huyện Tri Tôn,Xã Ô Lâm,891,30586,Xã Ô Lâm,80515035,100
Tỉnh An Giang,89,Huyện Châu Thành,Thị trấn An Châu,892,30589,Xã An Châu,80519038,"85,5"
Tỉnh An Giang,89,Huyện Châu Thành,Xã An Hòa,892,30592,Xã An Châu,80519038,"67,85714286"
Tỉnh An Giang,89,Huyện Châu Thành,Xã Cần Đăng,892,30595,Xã Cần Đăng,80519040,100
Tỉnh An Giang,89,Huyện Châu Thành,Xã Vĩnh Hanh,892,30598,Xã Vĩnh Hanh,80519041,100
Tỉnh An Giang,89,Huyện Châu Thành,Xã Bình Thạnh,892,30601,Xã Bình An,81309083,"78,26086957"
Tỉnh An Giang,89,Huyện Châu Thành,Thị trấn Vĩnh Bình,892,30604,Xã Bình Hoà,80519039,"85,5"
Tỉnh An Giang,89,Huyện Châu Thành,Xã Bình Hòa,892,30607,Xã Bình Hoà,80519039,"81,81818182"
Tỉnh An Giang,89,Huyện Châu Thành,Xã Vĩnh An,892,30610,Xã Vĩnh An,80519042,100
Tỉnh An Giang,89,Huyện Châu Thành,Xã Hòa Bình Thạnh,892,30613,Xã An Châu,80519038,"85,5"
Tỉnh An Giang,89,Huyện Châu Thành,Xã Vĩnh Lợi,892,30616,Xã Vĩnh An,80519042,"78,23529412"
Tỉnh An Giang,89,Huyện Châu Thành,Xã Vĩnh Nhuận,892,30619,Xã Vĩnh An,80519042,"78,26086957"
Tỉnh An Giang,89,Huyện Châu Thành,Xã Tân Phú,892,30622,Xã An Châu,80519038,60
Tỉnh An Giang,89,Huyện Châu Thành,Xã Vĩnh Thành,892,30625,Xã Vĩnh Hanh,80519041,80
Tỉnh An Giang,89,Huyện Chợ Mới,Thị trấn Chợ Mới,893,30628,Xã Chợ Mới,80517043,"85,5"
Tỉnh An Giang,89,Huyện Chợ Mới,Thị trấn Mỹ Luông,893,30631,Xã Nhơn Mỹ,80517047,"85,5"
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Kiến An,893,30634,Xã Cù Lao Giêng,80517044,"85,5"
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Mỹ Hội Đông,893,30637,Xã Hội An,80517045,"85,5"
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Long Điền A,893,30640,Xã Long Điền,80517046,95
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Tấn Mỹ,893,30643,Xã Cù Lao Giêng,80517044,"85,5"
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Long Điền B,893,30646,Xã Long Điền,80517046,95
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Kiến Thành,893,30649,Xã Long Kiến,80517048,70
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Mỹ Hiệp,893,30652,Xã Cù Lao Giêng,80517044,"85,5"
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Mỹ An,893,30655,Xã Cù Lao Giêng,80517044,"85,5"
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Nhơn Mỹ,893,30658,Xã Nhơn Mỹ,80517047,100
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Long Giang,893,30661,Xã Long Điền,80517046,80
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Long Kiến,893,30664,Xã Long Kiến,80517048,100
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Bình Phước Xuân,893,30667,Xã Chợ Mới,80517043,"85,5"
Tỉnh An Giang,89,Huyện Chợ Mới,Xã An Thạnh Trung,893,30670,Xã Chợ Mới,80517043,"85,5"
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Hội An,893,30673,Xã Hội An,80517045,100
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Hòa Bình,893,30676,Xã Hội An,80517045,60
Tỉnh An Giang,89,Huyện Chợ Mới,Xã Hòa An,893,30679,Xã Cù Lao Giêng,80517044,"85,5"
Tỉnh An Giang,89,Huyện Thoại Sơn,Thị trấn Núi Sập,894,30682,Xã Thoại Sơn,80521049,"35,71428571"
Tỉnh An Giang,89,Huyện Thoại Sơn,Thị trấn Phú Hoà,894,30685,Xã Phú Hoà,80521052,"85,5"
Tỉnh An Giang,89,Huyện Thoại Sơn,Thị Trấn Óc Eo,894,30688,Xã Óc Eo,80521050,"85,5"
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã Tây Phú,894,30691,Xã Tây Phú,80521054,100
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã An Bình,894,30692,Xã Định Mỹ,80521051,57
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã Vĩnh Phú,894,30694,Xã Vĩnh Trạch,80521053,75
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã Vĩnh Trạch,894,30697,Xã Vĩnh Trạch,80521053,100
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã Phú Thuận,894,30700,Xã Óc Eo,80521050,"85,5"
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã Vĩnh Chánh,894,30703,Xã Óc Eo,80521050,"85,5"
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã Định Mỹ,894,30706,Xã Định Mỹ,80521051,100
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã Định Thành,894,30709,Xã Óc Eo,80521050,"85,5"
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã Mỹ Phú Đông,894,30712,Xã Óc Eo,80521050,"85,5"
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã Vọng Đông,894,30715,Xã Óc Eo,80521050,"85,5"
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã Vĩnh Khánh,894,30718,Xã Óc Eo,80521050,"85,5"
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã Thoại Giang,894,30721,Xã Óc Eo,80521050,"85,5"
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã Bình Thành,894,30724,Xã Óc Eo,80521050,"85,5"
Tỉnh An Giang,89,Huyện Thoại Sơn,Xã Vọng Thê,894,30727,Xã Vĩnh Trạch,80521053,"66,66666667"
Tỉnh Kiên Giang,91,Thành phố Rạch Giá,Phường Vĩnh Thanh Vân,899,30730,,,
Tỉnh Kiên Giang,91,Thành phố Rạch Giá,Phường Vĩnh Thanh,899,30733,,,
Tỉnh Kiên Giang,91,Thành phố Rạch Giá,Phường Vĩnh Quang,899,30736,,,
Tỉnh Kiên Giang,91,Thành phố Rạch Giá,Phường Vĩnh Hiệp,899,30739,,,
Tỉnh Kiên Giang,91,Thành phố Rạch Giá,Phường Vĩnh Bảo,899,30742,,,
Tỉnh Kiên Giang,91,Thành phố Rạch Giá,Phường Vĩnh Lạc,899,30745,,,
Tỉnh Kiên Giang,91,Thành phố Rạch Giá,Phường An Hòa,899,30748,,,
Tỉnh Kiên Giang,91,Thành phố Rạch Giá,Phường An Bình,899,30751,,,
Tỉnh Kiên Giang,91,Thành phố Rạch Giá,Phường Rạch Sỏi,899,30754,,,
Tỉnh Kiên Giang,91,Thành phố Rạch Giá,Phường Vĩnh Lợi,899,30757,,,
Tỉnh Kiên Giang,91,Thành phố Rạch Giá,Phường Vĩnh Thông,899,30760,,,
Tỉnh Kiên Giang,91,Thành phố Rạch Giá,Xã Phi Thông,899,30763,,,
Tỉnh Kiên Giang,91,Thành phố Hà Tiên,Phường Tô Châu,900,30766,,,
Tỉnh Kiên Giang,91,Thành phố Hà Tiên,Phường Đông Hồ,900,30769,,,
Tỉnh Kiên Giang,91,Thành phố Hà Tiên,Phường Bình San,900,30772,,,
Tỉnh Kiên Giang,91,Thành phố Hà Tiên,Phường Pháo Đài,900,30775,,,
Tỉnh Kiên Giang,91,Thành phố Hà Tiên,Phường Mỹ Đức,900,30778,,,
Tỉnh Kiên Giang,91,Thành phố Hà Tiên,Xã Tiên Hải,900,30781,,,
Tỉnh Kiên Giang,91,Thành phố Hà Tiên,Xã Thuận Yên,900,30784,,,
Tỉnh Kiên Giang,91,Huyện Kiên Lương,Thị trấn Kiên Lương,902,30787,,,
Tỉnh Kiên Giang,91,Huyện Kiên Lương,Xã Kiên Bình,902,30790,,,
Tỉnh Kiên Giang,91,Huyện Kiên Lương,Xã Hòa Điền,902,30802,,,
Tỉnh Kiên Giang,91,Huyện Kiên Lương,Xã Dương Hòa,902,30805,,,
Tỉnh Kiên Giang,91,Huyện Kiên Lương,Xã Bình An,902,30808,,,
Tỉnh Kiên Giang,91,Huyện Kiên Lương,Xã Bình Trị,902,30809,,,
Tỉnh Kiên Giang,91,Huyện Kiên Lương,Xã Sơn Hải,902,30811,,,
Tỉnh Kiên Giang,91,Huyện Kiên Lương,Xã Hòn Nghệ,902,30814,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Thị trấn Hòn Đất,903,30817,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Thị trấn Sóc Sơn,903,30820,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Xã Bình Sơn,903,30823,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Xã Bình Giang,903,30826,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Xã Mỹ Thái,903,30828,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Xã Nam Thái Sơn,903,30829,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Xã Mỹ Hiệp Sơn,903,30832,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Xã Sơn Kiên,903,30835,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Xã Sơn Bình,903,30836,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Xã Mỹ Thuận,903,30838,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Xã Lình Huỳnh,903,30840,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Xã Thổ Sơn,903,30841,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Xã Mỹ Lâm,903,30844,,,
Tỉnh Kiên Giang,91,Huyện Hòn Đất,Xã Mỹ Phước,903,30847,,,
Tỉnh Kiên Giang,91,Huyện Tân Hiệp,Thị trấn Tân Hiệp,904,30850,,,
Tỉnh Kiên Giang,91,Huyện Tân Hiệp,Xã Tân Hội,904,30853,,,
