Tên tỉnh cũ,Mã TP cũ,Tên QH cũ,Tên PX cũ,Mã QH cũ,Mã PX cũ,Tên PX mới,Mã PX mới,Độ khớp
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Thị trấn Quỳ Hợp,420,17035,Xã Quỳ Hợp,40311074,"85,5"
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Yên Hợp,420,17038,Xã Minh Hợp,40311080,"76,19047619"
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Châu Tiến,420,17041,Xã Châu Hồng,40311077,75
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Châu Hồng,420,17044,Xã Châu Hồng,40311077,100
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Đồng Hợp,420,17047,Xã Minh Hợp,40311080,"72,72727273"
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Châu Thành,420,17050,Xã Châu Lộc,40311076,"73,88888889"
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Liên Hợp,420,17053,Xã Minh Hợp,40311080,"81,81818182"
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Châu Lộc,420,17056,Xã Châu Lộc,40311076,100
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Tam Hợp,420,17059,Xã Tam Hợp,40311075,100
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Châu Cường,420,17062,Xã Châu Hồng,40311077,80
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Châu Quang,420,17065,Xã Châu Hồng,40311077,80
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Thọ Hợp,420,17068,Xã Tam Hợp,40311075,80
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Minh Hợp,420,17071,Xã Minh Hợp,40311080,100
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Nghĩa Xuân,420,17074,Xã Châu Hồng,40311077,48
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Châu Thái,420,17077,Xã Châu Lộc,40311076,"73,88888889"
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Châu Đình,420,17080,Xã Châu Hồng,40311077,75
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Văn Lợi,420,17083,Xã Minh Hợp,40311080,"57,14285714"
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Nam Sơn,420,17086,Xã Mường Ham,40311078,"60,45454545"
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Châu Lý,420,17089,Xã Châu Lộc,40311076,"85,71428571"
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Hạ Sơn,420,17092,Xã Mường Chọng,40311079,"85,5"
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,Xã Bắc Sơn,420,17095,Xã Châu Hồng,40311077,"45,45454545"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Thị trấn Cầu Giát,421,17098,Xã Quỳnh Thắng,40317087,"30,64516129"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Thắng,421,17101,Xã Quỳnh Thắng,40317087,100
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Tân,421,17119,Xã Quỳnh Thắng,40317087,"84,61538462"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Châu,421,17122,Xã Quỳnh Lưu,40317081,80
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Tân Sơn,421,17140,Xã Quỳnh Sơn,40317086,"72,72727273"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Văn,421,17143,Xã Quỳnh Văn,40317082,100
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Ngọc Sơn,421,17146,Xã Quỳnh Sơn,40317086,"67,05882353"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Tam,421,17149,Xã Quỳnh Tam,40317084,100
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Hoa,421,17152,Xã Quỳnh Tam,40317084,"83,33333333"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Thạch,421,17155,Xã Quỳnh Thắng,40317087,"78,57142857"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Bảng,421,17158,Xã Quỳnh Thắng,40317087,"81,48148148"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Mỹ,421,17161,Xã Quỳnh Lưu,40317081,80
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Thanh,421,17164,Xã Quỳnh Thắng,40317087,"85,71428571"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Hậu,421,17167,Xã Quỳnh Lưu,40317081,"83,33333333"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Lâm,421,17170,Xã Quỳnh Lưu,40317081,"83,33333333"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Đôi,421,17173,Xã Quỳnh Lưu,40317081,76
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Lương,421,17176,Xã Quỳnh Lưu,40317081,"84,61538462"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Hồng,421,17179,Xã Quỳnh Thắng,40317087,"81,48148148"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Yên,421,17182,Xã Quỳnh Văn,40317082,"83,33333333"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Bá,421,17185,Xã Quỳnh Lưu,40317081,80
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Minh,421,17188,Xã Quỳnh Anh,40317083,88
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Diễn,421,17191,Xã Quỳnh Văn,40317082,80
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Hưng,421,17194,Xã Quỳnh Thắng,40317087,"81,48148148"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Giang,421,17197,Xã Quỳnh Thắng,40317087,"78,57142857"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Ngọc,421,17200,Xã Quỳnh Lưu,40317081,76
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Nghĩa,421,17203,Xã Quỳnh Anh,40317083,"76,92307692"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã An Hòa,421,17206,Xã Quỳnh Thắng,40317087,"85,5"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Tiến Thủy,421,17209,Xã Quỳnh Thắng,40317087,"53,84615385"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Sơn Hải,421,17212,Xã Quỳnh Sơn,40317086,"71,25"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Thọ,421,17215,Xã Quỳnh Thắng,40317087,"84,61538462"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Thuận,421,17218,Xã Quỳnh Thắng,40317087,"85,71428571"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Quỳnh Long,421,17221,Xã Quỳnh Thắng,40317087,"81,48148148"
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,Xã Tân Thắng,421,17224,Xã Quỳnh Thắng,40317087,"76,92307692"
Tỉnh Nghệ An,40,Huyện Con Cuông,Thị trấn Con Cuông,422,17227,Xã Con Cuông,40321007,"85,5"
Tỉnh Nghệ An,40,Huyện Con Cuông,Xã Bình Chuẩn,422,17230,Xã Bình Chuẩn,40321012,100
Tỉnh Nghệ An,40,Huyện Con Cuông,Xã Lạng Khê,422,17233,Xã Châu Khê,40321011,"67,05882353"
Tỉnh Nghệ An,40,Huyện Con Cuông,Xã Cam Lâm,422,17236,Xã Cam Phục,40321010,"71,25"
Tỉnh Nghệ An,40,Huyện Con Cuông,Xã Thạch Ngàn,422,17239,Xã Mậu Thạch,40321009,76
Tỉnh Nghệ An,40,Huyện Con Cuông,Xã Đôn Phục,422,17242,Xã Cam Phục,40321010,"73,88888889"
Tỉnh Nghệ An,40,Huyện Con Cuông,Xã Mậu Đức,422,17245,Xã Mậu Thạch,40321009,"72,72727273"
Tỉnh Nghệ An,40,Huyện Con Cuông,Xã Châu Khê,422,17248,Xã Châu Khê,40321011,100
Tỉnh Nghệ An,40,Huyện Con Cuông,Xã Chi Khê,422,17251,Xã Châu Khê,40321011,"85,71428571"
Tỉnh Nghệ An,40,Huyện Con Cuông,Xã Bồng Khê,422,17254,Xã Châu Khê,40321011,"67,05882353"
Tỉnh Nghệ An,40,Huyện Con Cuông,Xã Yên Khê,422,17257,Xã Châu Khê,40321011,"71,25"
Tỉnh Nghệ An,40,Huyện Con Cuông,Xã Lục Dạ,422,17260,Xã Cam Phục,40321010,57
Tỉnh Nghệ An,40,Huyện Con Cuông,Xã Môn Sơn,422,17263,Xã Môn Sơn,40321008,100
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Thị trấn Tân Kỳ,423,17266,Xã Tân Kỳ,40319088,"85,5"
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Tân Hợp,423,17269,Xã Tân Kỳ,40319088,76
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Tân Phú,423,17272,Xã Tân Phú,40319089,100
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Tân Xuân,423,17275,Xã Tân An,40319090,80
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Giai Xuân,423,17278,Xã Giai Xuân,40319092,100
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Nghĩa Bình,423,17281,Xã Nghĩa Hành,40319093,"84,61538462"
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Nghĩa Đồng,423,17284,Xã Nghĩa Đồng,40319091,100
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Đồng Văn,423,17287,Xã Tiên Đồng,40319094,"74,34782609"
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Nghĩa Thái,423,17290,Xã Nghĩa Hành,40319093,"76,92307692"
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Nghĩa Hợp,423,17293,Xã Nghĩa Hành,40319093,80
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Nghĩa Hoàn,423,17296,Xã Nghĩa Hành,40319093,"92,30769231"
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Nghĩa Phúc,423,17299,Xã Nghĩa Hành,40319093,"76,92307692"
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Tiên Kỳ,423,17302,Xã Tân Kỳ,40319088,"84,21052632"
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Tân An,423,17305,Xã Tân An,40319090,100
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Nghĩa Dũng,423,17308,Xã Nghĩa Đồng,40319091,"84,61538462"
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Tân Long,423,17311,Xã Tân An,40319090,80
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Kỳ Sơn,423,17314,Xã Tân Kỳ,40319088,"73,88888889"
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Hương Sơn,423,17317,Xã Tân An,40319090,"57,14285714"
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Kỳ Tân,423,17320,Xã Tân Kỳ,40319088,95
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Phú Sơn,423,17323,Xã Tân Phú,40319089,76
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Tân Hương,423,17325,Xã Tân An,40319090,"76,19047619"
Tỉnh Nghệ An,40,Huyện Tân Kỳ,Xã Nghĩa Hành,423,17326,Xã Nghĩa Hành,40319093,100
Tỉnh Nghệ An,40,Huyện Anh Sơn,Thị trấn Anh Sơn,424,17329,Xã Anh Sơn,40327001,"85,5"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Thọ Sơn,424,17332,Xã Anh Sơn Đông,40327004,"85,5"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Thành Sơn,424,17335,Xã Anh Sơn,40327001,"81,81818182"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Bình Sơn,424,17338,Xã Anh Sơn,40327001,"85,71428571"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Tam Sơn,424,17341,Xã Anh Sơn Đông,40327004,"85,5"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Đỉnh Sơn,424,17344,Xã Anh Sơn,40327001,"85,71428571"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Hùng Sơn,424,17347,Xã Thành Bình Thọ,40327006,"85,5"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Cẩm Sơn,424,17350,Xã Anh Sơn Đông,40327004,"85,5"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Đức Sơn,424,17353,Xã Anh Sơn Đông,40327004,"85,5"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Tường Sơn,424,17356,Xã Vĩnh Tường,40327005,76
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Hoa Sơn,424,17357,Xã Anh Sơn Đông,40327004,"85,5"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Tào Sơn,424,17359,Xã Anh Sơn Đông,40327004,"85,5"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Vĩnh Sơn,424,17362,Xã Anh Sơn,40327001,"85,71428571"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Lạng Sơn,424,17365,Xã Thành Bình Thọ,40327006,"85,5"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Hội Sơn,424,17368,Xã Anh Sơn Đông,40327004,"85,5"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Thạch Sơn,424,17371,Xã Anh Sơn,40327001,"72,72727273"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Phúc Sơn,424,17374,Xã Thành Bình Thọ,40327006,"85,5"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Long Sơn,424,17377,Xã Thành Bình Thọ,40327006,"85,5"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Khai Sơn,424,17380,Xã Thành Bình Thọ,40327006,"85,5"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Lĩnh Sơn,424,17383,Xã Anh Sơn,40327001,"85,71428571"
Tỉnh Nghệ An,40,Huyện Anh Sơn,Xã Cao Sơn,424,17386,Xã Anh Sơn Đông,40327004,"85,5"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Thị trấn Diễn Châu,425,17389,Xã Diễn Châu,40325013,"85,5"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Lâm,425,17392,Xã Diễn Châu,40325013,"78,26086957"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Đoài,425,17395,Xã Diễn Châu,40325013,70
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Trường,425,17398,Xã Diễn Châu,40325013,70
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Yên,425,17401,Xã Diễn Châu,40325013,"73,88888889"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Hoàng,425,17404,Xã Diễn Châu,40325013,70
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Hùng,425,17407,Xã Diễn Châu,40325013,70
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Mỹ,425,17410,Xã Diễn Châu,40325013,"78,23529412"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Hồng,425,17413,Xã Diễn Châu,40325013,70
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Phong,425,17416,Xã Diễn Châu,40325013,72
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Hải,425,17419,Xã Diễn Châu,40325013,"73,88888889"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Tháp,425,17422,Xã Diễn Châu,40325013,75
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Liên,425,17425,Xã Diễn Châu,40325013,70
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Vạn,425,17428,Xã Diễn Châu,40325013,"73,88888889"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Kim,425,17431,Xã Diễn Châu,40325013,"73,88888889"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Kỷ,425,17434,Xã Diễn Châu,40325013,"78,23529412"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Xuân,425,17437,Xã Diễn Châu,40325013,75
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Thái,425,17440,Xã Diễn Châu,40325013,75
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Đồng,425,17443,Xã Diễn Châu,40325013,70
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Bích,425,17446,Xã Diễn Châu,40325013,75
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Hạnh,425,17449,Xã Diễn Châu,40325013,75
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Ngọc,425,17452,Xã Diễn Châu,40325013,70
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Quảng,425,17455,Xã Quảng Châu,40325015,"72,38095238"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Nguyên,425,17458,Xã Diễn Châu,40325013,70
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Hoa,425,17461,Xã Diễn Châu,40325013,"73,88888889"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Thành,425,17464,Xã Diễn Châu,40325013,72
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Phúc,425,17467,Xã Diễn Châu,40325013,75
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Cát,425,17476,Xã Diễn Châu,40325013,"78,26086957"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Thịnh,425,17479,Xã Diễn Châu,40325013,72
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Tân,425,17482,Xã Diễn Châu,40325013,"78,26086957"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Minh Châu,425,17485,Xã Minh Châu,40325019,100
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Thọ,425,17488,Xã Diễn Châu,40325013,"78,26086957"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Lợi,425,17491,Xã Diễn Châu,40325013,"73,88888889"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Lộc,425,17494,Xã Diễn Châu,40325013,"73,88888889"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Trung,425,17497,Xã Diễn Châu,40325013,72
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn An,425,17500,Xã Diễn Châu,40325013,"78,23529412"
Tỉnh Nghệ An,40,Huyện Diễn Châu,Xã Diễn Phú,425,17503,Xã Diễn Châu,40325013,"78,26086957"
Tỉnh Nghệ An,40,Huyện Yên Thành,Thị trấn Yên Thành,426,17506,Xã Yên Thành,40323122,"85,5"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Mã Thành,426,17509,Xã Yên Thành,40323122,80
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Tiến Thành,426,17510,Xã Yên Thành,40323122,80
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Lăng Thành,426,17512,Xã Đông Thành,40323130,"84,61538462"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Tân Thành,426,17515,Xã Yên Thành,40323122,"83,33333333"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Đức Thành,426,17518,Xã Đông Thành,40323130,80
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Kim Thành,426,17521,Xã Yên Thành,40323122,76
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Hậu Thành,426,17524,Xã Quan Thành,40323123,80
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Hùng Thành,426,17525,Xã Đông Thành,40323130,"84,61538462"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Đô Thành,426,17527,Xã Đông Thành,40323130,"91,66666667"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Thọ Thành,426,17530,Xã Yên Thành,40323122,76
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Quang Thành,426,17533,Xã Quan Thành,40323123,"96,2962963"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Tây Thành,426,17536,Xã Yên Thành,40323122,76
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Phúc Thành,426,17539,Xã Yên Thành,40323122,76
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Hồng Thành,426,17542,Xã Đông Thành,40323130,"84,61538462"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Đồng Thành,426,17545,Xã Đông Thành,40323130,"92,30769231"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Phú Thành,426,17548,Xã Yên Thành,40323122,76
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Hoa Thành,426,17551,Xã Quan Thành,40323123,80
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Tăng Thành,426,17554,Xã Đông Thành,40323130,"84,61538462"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Văn Thành,426,17557,Xã Yên Thành,40323122,"83,33333333"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Thịnh Thành,426,17560,Xã Vân Tụ,40323125,"85,5"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Hợp Thành,426,17563,Xã Hợp Minh,40323124,"78,26086957"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Xuân Thành,426,17566,Xã Quan Thành,40323123,"84,61538462"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Bắc Thành,426,17569,Xã Yên Thành,40323122,76
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Nhân Thành,426,17572,Xã Yên Thành,40323122,80
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Trung Thành,426,17575,Xã Vân Tụ,40323125,"85,5"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Long Thành,426,17578,Xã Đông Thành,40323130,"84,61538462"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Minh Thành,426,17581,Xã Yên Thành,40323122,80
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Nam Thành,426,17584,Xã Quan Thành,40323123,80
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Vĩnh Thành,426,17587,Xã Yên Thành,40323122,80
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Lý Thành,426,17590,Xã Yên Thành,40323122,80
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Khánh Thành,426,17593,Xã Vân Tụ,40323125,"85,5"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Viên Thành,426,17596,Xã Yên Thành,40323122,88
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Đại Thành,426,17599,Xã Đông Thành,40323130,80
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Liên Thành,426,17602,Xã Yên Thành,40323122,88
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Bảo Thành,426,17605,Xã Yên Thành,40323122,76
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Mỹ Thành,426,17608,Xã Yên Thành,40323122,80
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Công Thành,426,17611,Xã Đông Thành,40323130,"92,30769231"
Tỉnh Nghệ An,40,Huyện Yên Thành,Xã Sơn Thành,426,17614,Xã Yên Thành,40323122,"83,33333333"
Tỉnh Nghệ An,40,Huyện Đô Lương,Thị trấn Đô Lương,427,17617,Xã Đô Lương,40329021,"85,5"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Giang Sơn Đông,427,17619,Xã Đô Lương,40329021,"85,5"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Giang Sơn Tây,427,17620,Xã Bạch Hà,40329024,"85,5"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Lam Sơn,427,17623,Xã Lương Sơn,40329026,"72,72727273"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Bồi Sơn,427,17626,Xã Lương Sơn,40329026,"71,25"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Hồng Sơn,427,17629,Xã Lương Sơn,40329026,"78,26086957"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Bài Sơn,427,17632,Xã Lương Sơn,40329026,"71,25"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Ngọc Sơn,427,17635,Xã Bạch Ngọc,40329022,"73,88888889"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Bắc Sơn,427,17638,Xã Lương Sơn,40329026,"71,25"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Tràng Sơn,427,17641,Xã Lương Sơn,40329026,75
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Thượng Sơn,427,17644,Xã Lương Sơn,40329026,80
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Hòa Sơn,427,17647,Xã Lương Sơn,40329026,"71,25"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Đặng Sơn,427,17650,Xã Lương Sơn,40329026,"78,26086957"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Đông Sơn,427,17653,Xã Lương Sơn,40329026,"78,26086957"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Nam Sơn,427,17656,Xã Lương Sơn,40329026,"71,25"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Lưu Sơn,427,17659,Xã Lương Sơn,40329026,"81,81818182"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Yên Sơn,427,17662,Xã Lương Sơn,40329026,"72,72727273"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Văn Sơn,427,17665,Xã Văn Hiến,40329023,"76,19047619"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Đà Sơn,427,17668,Xã Thuần Trung,40329025,"85,5"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Lạc Sơn,427,17671,Xã Lương Sơn,40329026,"72,72727273"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Tân Sơn,427,17674,Xã Lương Sơn,40329026,"72,72727273"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Thái Sơn,427,17677,Xã Lương Sơn,40329026,"67,05882353"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Quang Sơn,427,17680,Xã Lương Sơn,40329026,75
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Thịnh Sơn,427,17683,Xã Lương Sơn,40329026,"66,66666667"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Trung Sơn,427,17686,Xã Thuần Trung,40329025,76
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Xuân Sơn,427,17689,Xã Lương Sơn,40329026,"69,56521739"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Minh Sơn,427,17692,Xã Lương Sơn,40329026,"69,56521739"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Thuận Sơn,427,17695,Xã Thuần Trung,40329025,"69,23076923"
